"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TMAX","TMIN"
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-07","2.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-08","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-09","4.8",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-10","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-11","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-12","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-13","4.1",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-14","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-15","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-16","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-17","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-18","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-19","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-20","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-21","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-22","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-23","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-24","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-25","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-26","21.6",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-27","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-28","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-11-29","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-01","36.1",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-02","4.1",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-03","0.3",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-04","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-05","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-06","1.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-07","0.5",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-08","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-09","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-10","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-11","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-12","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-13","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-14","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-15","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-16","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-17","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-18","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-19","0.0",,
"US1MOJC0042","LEE S SUMMIT 1.4 WSW, MO US","38.907166","-94.405697","295.4","2018-12-20","0.5",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-08-13","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-08-14","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-08-15","3.6",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-08-16","8.6",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-08-19","0.8",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-08-20","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-08-21","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-08-23","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-08-24","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-08-25","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-08-26","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-08-28","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-08-29","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-08-30","9.7",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-08-31","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-09-01","32.8",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-09-02","3.3",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-09-03","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-09-04","1.8",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-09-05","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-09-06","3.6",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-09-07","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-09-08","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-09-09","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-09-10","13.2",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-09-11","1.3",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-09-12","0.5",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-09-13","0.8",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-09-15","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-09-17","11.4",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-09-18","3.8",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-09-21","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-10-01","2.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-10-02","48.8",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-10-04","1.8",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-10-05","0.0",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-10-06","0.8",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-10-07","2.3",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-10-09","25.4",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-10-10","50.3",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-10-11","1.5",,
"US1MOJC0021","INDEPENDENCE 2.1 NW, MO US","39.108455","-94.383311","276.1","2014-10-13","1.3",,
